Municipios;Sexo;Periodo;Total
29054 Fuengirola;Hombres;2019;19,4
29054 Fuengirola;Hombres;2018;19,35
29054 Fuengirola;Hombres;2017;18,72
29054 Fuengirola;Hombres;2016;18,65
29054 Fuengirola;Hombres;2015;18,63
29054 Fuengirola;Hombres;2014;18,8
29054 Fuengirola;Mujeres;2021;22,6
29054 Fuengirola;Mujeres;2020;22,68
29054 Fuengirola;Mujeres;2019;22,39
29054 Fuengirola;Mujeres;2018;22,72
29054 Fuengirola;Mujeres;2017;22,22
29054 Fuengirola;Mujeres;2016;22,42
29054 Fuengirola;Mujeres;2015;22,24
29054 Fuengirola;Mujeres;2014;22,49
28058 Fuenlabrada;Ambos sexos;2021;20,75
28058 Fuenlabrada;Ambos sexos;2020;20,74
28058 Fuenlabrada;Ambos sexos;2019;20,92
28058 Fuenlabrada;Ambos sexos;2018;21,49
28058 Fuenlabrada;Ambos sexos;2017;21,19
28058 Fuenlabrada;Ambos sexos;2016;20,81
28058 Fuenlabrada;Ambos sexos;2015;20,67
28058 Fuenlabrada;Ambos sexos;2014;20,87
28058 Fuenlabrada;Hombres;2021;18,57
28058 Fuenlabrada;Hombres;2020;18,66
28058 Fuenlabrada;Hombres;2019;18,82
28058 Fuenlabrada;Hombres;2018;19,61
28058 Fuenlabrada;Hombres;2017;19,22
28058 Fuenlabrada;Hombres;2016;18,82
28058 Fuenlabrada;Hombres;2015;18,47
28058 Fuenlabrada;Hombres;2014;18,69
28058 Fuenlabrada;Mujeres;2021;22,83
28058 Fuenlabrada;Mujeres;2020;22,7
28058 Fuenlabrada;Mujeres;2019;22,91
28058 Fuenlabrada;Mujeres;2018;23,2
28058 Fuenlabrada;Mujeres;2017;22,99
28058 Fuenlabrada;Mujeres;2016;22,62
28058 Fuenlabrada;Mujeres;2015;22,65
28058 Fuenlabrada;Mujeres;2014;22,82
46131 Gandia;Ambos sexos;2021;19,8
46131 Gandia;Ambos sexos;2020;20,13
46131 Gandia;Ambos sexos;2019;20,13
46131 Gandia;Ambos sexos;2018;20,54
46131 Gandia;Ambos sexos;2017;20,23
46131 Gandia;Ambos sexos;2016;20,15
46131 Gandia;Ambos sexos;2015;20,34
46131 Gandia;Ambos sexos;2014;20,28
46131 Gandia;Hombres;2021;17,64
46131 Gandia;Hombres;2020;17,7
46131 Gandia;Hombres;2019;17,7
46131 Gandia;Hombres;2018;18,07
46131 Gandia;Hombres;2017;17,69
46131 Gandia;Hombres;2016;17,57
46131 Gandia;Hombres;2015;17,82
46131 Gandia;Hombres;2014;18,12
46131 Gandia;Mujeres;2021;21,65
46131 Gandia;Mujeres;2020;22,24
46131 Gandia;Mujeres;2019;22,23
46131 Gandia;Mujeres;2018;22,68
46131 Gandia;Mujeres;2017;22,45
46131 Gandia;Mujeres;2016;22,43
46131 Gandia;Mujeres;2015;22,53
46131 Gandia;Mujeres;2014;22,1
28065 Getafe;Ambos sexos;2021;21,41
28065 Getafe;Ambos sexos;2020;21,36
28065 Getafe;Ambos sexos;2019;21,37
28065 Getafe;Ambos sexos;2018;21,89
28065 Getafe;Ambos sexos;2017;21,85
28065 Getafe;Ambos sexos;2016;21,75
28065 Getafe;Ambos sexos;2015;21,71
28065 Getafe;Ambos sexos;2014;21,48
28065 Getafe;Hombres;2021;19,45
28065 Getafe;Hombres;2020;19,33
28065 Getafe;Hombres;2019;19,49
28065 Getafe;Hombres;2018;19,98
28065 Getafe;Hombres;2017;19,88
28065 Getafe;Hombres;2016;19,81
28065 Getafe;Hombres;2015;19,81
28065 Getafe;Hombres;2014;19,73
28065 Getafe;Mujeres;2021;23,16
28065 Getafe;Mujeres;2020;23,21
28065 Getafe;Mujeres;2019;23,09
28065 Getafe;Mujeres;2018;23,63
28065 Getafe;Mujeres;2017;23,63
28065 Getafe;Mujeres;2016;23,48
28065 Getafe;Mujeres;2015;23,38
28065 Getafe;Mujeres;2014;22,98
48044 Getxo;Ambos sexos;2021;21,99
48044 Getxo;Ambos sexos;2020;22,21
48044 Getxo;Ambos sexos;2019;22,24
48044 Getxo;Ambos sexos;2018;22,24
48044 Getxo;Ambos sexos;2017;21,77
48044 Getxo;Ambos sexos;2016;21,66
48044 Getxo;Ambos sexos;2015;21,68
48044 Getxo;Ambos sexos;2014;21,89
48044 Getxo;Hombres;2021;19,87
48044 Getxo;Hombres;2020;19,99
48044 Getxo;Hombres;2019;20,3
48044 Getxo;Hombres;2018;20,09
48044 Getxo;Hombres;2017;19,68
48044 Getxo;Hombres;2016;19,39
48044 Getxo;Hombres;2015;19,61
48044 Getxo;Hombres;2014;19,64
48044 Getxo;Mujeres;2021;23,72
48044 Getxo;Mujeres;2020;24,02
48044 Getxo;Mujeres;2019;23,77
48044 Getxo;Mujeres;2018;23,95
48044 Getxo;Mujeres;2017;23,49
48044 Getxo;Mujeres;2016;23,55
48044 Getxo;Mujeres;2015;23,34
48044 Getxo;Mujeres;2014;23,68
33024 Gijón;Ambos sexos;2021;20,67
33024 Gijón;Ambos sexos;2020;20,71
33024 Gijón;Ambos sexos;2019;20,55
33024 Gijón;Ambos sexos;2018;20,86
33024 Gijón;Ambos sexos;2017;20,75
33024 Gijón;Ambos sexos;2016;20,65
33024 Gijón;Ambos sexos;2015;20,57
33024 Gijón;Ambos sexos;2014;20,48
33024 Gijón;Hombres;2021;18,33
33024 Gijón;Hombres;2020;18,33
33024 Gijón;Hombres;2019;18,09
33024 Gijón;Hombres;2018;18,54
33024 Gijón;Hombres;2017;18,5
33024 Gijón;Hombres;2016;18,4
33024 Gijón;Hombres;2015;18,29
33024 Gijón;Hombres;2014;18,17
33024 Gijón;Mujeres;2021;22,64
33024 Gijón;Mujeres;2020;22,74
33024 Gijón;Mujeres;2019;22,66
33024 Gijón;Mujeres;2018;22,81
33024 Gijón;Mujeres;2017;22,63
33024 Gijón;Mujeres;2016;22,53
33024 Gijón;Mujeres;2015;22,48
33024 Gijón;Mujeres;2014;22,43
17079 Girona;Ambos sexos;2021;21,33
17079 Girona;Ambos sexos;2020;21,33
17079 Girona;Ambos sexos;2019;21,16
17079 Girona;Ambos sexos;2018;21,37
17079 Girona;Ambos sexos;2017;21,33
17079 Girona;Ambos sexos;2016;21,24
17079 Girona;Ambos sexos;2015;21,15
17079 Girona;Ambos sexos;2014;21,29
17079 Girona;Hombres;2021;19,06
17079 Girona;Hombres;2020;19,07
17079 Girona;Hombres;2019;18,95
17079 Girona;Hombres;2018;19,1
17079 Girona;Hombres;2017;18,94
17079 Girona;Hombres;2016;18,88
17079 Girona;Hombres;2015;18,87
17079 Girona;Hombres;2014;19,19
17079 Girona;Mujeres;2021;23,28
17079 Girona;Mujeres;2020;23,29
17079 Girona;Mujeres;2019;23,07
17079 Girona;Mujeres;2018;23,34
17079 Girona;Mujeres;2017;23,43
17079 Girona;Mujeres;2016;23,26
17079 Girona;Mujeres;2015;23,07
17079 Girona;Mujeres;2014;23,01
18087 Granada;Ambos sexos;2021;20,48
18087 Granada;Ambos sexos;2020;20,46
18087 Granada;Ambos sexos;2019;20,31
18087 Granada;Ambos sexos;2018;20,61
18087 Granada;Ambos sexos;2017;20,42
18087 Granada;Ambos sexos;2016;20,3
18087 Granada;Ambos sexos;2015;20,23
18087 Granada;Ambos sexos;2014;20,23
18087 Granada;Hombres;2021;18,48
18087 Granada;Hombres;2020;18,38
18087 Granada;Hombres;2019;18,27
18087 Granada;Hombres;2018;18,51
18087 Granada;Hombres;2017;18,36
18087 Granada;Hombres;2016;18,15
18087 Granada;Hombres;2015;18,07
18087 Granada;Hombres;2014;18,07
18087 Granada;Mujeres;2021;22
18087 Granada;Mujeres;2020;22,05
18087 Granada;Mujeres;2019;21,87
18087 Granada;Mujeres;2018;22,21
18087 Granada;Mujeres;2017;21,99
18087 Granada;Mujeres;2016;21,97
18087 Granada;Mujeres;2015;21,89
18087 Granada;Mujeres;2014;21,89
38017 Granadilla de Abona;Ambos sexos;2021;20,37
38017 Granadilla de Abona;Ambos sexos;2020;20,6
38017 Granadilla de Abona;Ambos sexos;2019;20,78
38017 Granadilla de Abona;Ambos sexos;2018;""
38017 Granadilla de Abona;Ambos sexos;2017;""
38017 Granadilla de Abona;Ambos sexos;2016;""
38017 Granadilla de Abona;Ambos sexos;2015;""
38017 Granadilla de Abona;Ambos sexos;2014;""
38017 Granadilla de Abona;Hombres;2021;18,57
38017 Granadilla de Abona;Hombres;2020;18,42
38017 Granadilla de Abona;Hombres;2019;18,4
38017 Granadilla de Abona;Hombres;2018;""
38017 Granadilla de Abona;Hombres;2017;""
38017 Granadilla de Abona;Hombres;2016;""
38017 Granadilla de Abona;Hombres;2015;""
38017 Granadilla de Abona;Hombres;2014;""
38017 Granadilla de Abona;Mujeres;2021;22,05
38017 Granadilla de Abona;Mujeres;2020;22,6
38017 Granadilla de Abona;Mujeres;2019;23,02
38017 Granadilla de Abona;Mujeres;2018;""
38017 Granadilla de Abona;Mujeres;2017;""
38017 Granadilla de Abona;Mujeres;2016;""
38017 Granadilla de Abona;Mujeres;2015;""
38017 Granadilla de Abona;Mujeres;2014;""
08096 Granollers;Ambos sexos;2021;21,43
08096 Granollers;Ambos sexos;2020;21,28
08096 Granollers;Ambos sexos;2019;21,28
08096 Granollers;Ambos sexos;2018;21,69
08096 Granollers;Ambos sexos;2017;21,43
08096 Granollers;Ambos sexos;2016;21,39
08096 Granollers;Ambos sexos;2015;20,92
08096 Granollers;Ambos sexos;2014;20,93
08096 Granollers;Hombres;2021;19,21
08096 Granollers;Hombres;2020;19,08
08096 Granollers;Hombres;2019;19,19
08096 Granollers;Hombres;2018;20,03
08096 Granollers;Hombres;2017;19,52
08096 Granollers;Hombres;2016;19,41
08096 Granollers;Hombres;2015;18,59
08096 Granollers;Hombres;2014;18,79
08096 Granollers;Mujeres;2021;23,38
08096 Granollers;Mujeres;2020;23,22
08096 Granollers;Mujeres;2019;23,05
08096 Granollers;Mujeres;2018;23,05
08096 Granollers;Mujeres;2017;23,05
08096 Granollers;Mujeres;2016;23,1
08096 Granollers;Mujeres;2015;22,96
08096 Granollers;Mujeres;2014;22,76
19130 Guadalajara;Ambos sexos;2021;21,2
19130 Guadalajara;Ambos sexos;2020;21,3
19130 Guadalajara;Ambos sexos;2019;21,52
19130 Guadalajara;Ambos sexos;2018;22,03
19130 Guadalajara;Ambos sexos;2017;22,21
19130 Guadalajara;Ambos sexos;2016;21,99
19130 Guadalajara;Ambos sexos;2015;21,88
19130 Guadalajara;Ambos sexos;2014;21,73
19130 Guadalajara;Hombres;2021;19,19
19130 Guadalajara;Hombres;2020;19,12
19130 Guadalajara;Hombres;2019;19,41
19130 Guadalajara;Hombres;2018;19,81
19130 Guadalajara;Hombres;2017;20,15
19130 Guadalajara;Hombres;2016;19,73
19130 Guadalajara;Hombres;2015;19,59
19130 Guadalajara;Hombres;2014;19,38
19130 Guadalajara;Mujeres;2021;23
19130 Guadalajara;Mujeres;2020;23,29
19130 Guadalajara;Mujeres;2019;23,42
19130 Guadalajara;Mujeres;2018;24,02
19130 Guadalajara;Mujeres;2017;24,02
19130 Guadalajara;Mujeres;2016;24,04
19130 Guadalajara;Mujeres;2015;23,95
19130 Guadalajara;Mujeres;2014;23,88
08101 Hospitalet de Llobregat, L';Ambos sexos;2021;20,83
08101 Hospitalet de Llobregat, L';Ambos sexos;2020;20,96
08101 Hospitalet de Llobregat, L';Ambos sexos;2019;21,02
08101 Hospitalet de Llobregat, L';Ambos sexos;2018;21,59
08101 Hospitalet de Llobregat, L';Ambos sexos;2017;21,42
08101 Hospitalet de Llobregat, L';Ambos sexos;2016;21,35
08101 Hospitalet de Llobregat, L';Ambos sexos;2015;21,25
08101 Hospitalet de Llobregat, L';Ambos sexos;2014;21,1
08101 Hospitalet de Llobregat, L';Hombres;2021;18,61
08101 Hospitalet de Llobregat, L';Hombres;2020;18,69
08101 Hospitalet de Llobregat, L';Hombres;2019;18,66
08101 Hospitalet de Llobregat, L';Hombres;2018;19,18
08101 Hospitalet de Llobregat, L';Hombres;2017;19,15
08101 Hospitalet de Llobregat, L';Hombres;2016;19,2
08101 Hospitalet de Llobregat, L';Hombres;2015;19,15
08101 Hospitalet de Llobregat, L';Hombres;2014;18,84
08101 Hospitalet de Llobregat, L';Mujeres;2021;22,77
08101 Hospitalet de Llobregat, L';Mujeres;2020;22,95
08101 Hospitalet de Llobregat, L';Mujeres;2019;23,13
08101 Hospitalet de Llobregat, L';Mujeres;2018;23,74
08101 Hospitalet de Llobregat, L';Mujeres;2017;23,41
08101 Hospitalet de Llobregat, L';Mujeres;2016;23,2
08101 Hospitalet de Llobregat, L';Mujeres;2015;23,07
08101 Hospitalet de Llobregat, L';Mujeres;2014;23,06
21041 Huelva;Ambos sexos;2021;19,85
21041 Huelva;Ambos sexos;2020;20,01
21041 Huelva;Ambos sexos;2019;20,03
21041 Huelva;Ambos sexos;2018;19,92
21041 Huelva;Ambos sexos;2017;19,65
21041 Huelva;Ambos sexos;2016;19,63
21041 Huelva;Ambos sexos;2015;19,87
21041 Huelva;Ambos sexos;2014;19,84
21041 Huelva;Hombres;2021;17,6
21041 Huelva;Hombres;2020;17,81
21041 Huelva;Hombres;2019;17,81
21041 Huelva;Hombres;2018;17,79
21041 Huelva;Hombres;2017;17,62
21041 Huelva;Hombres;2016;17,55
21041 Huelva;Hombres;2015;17,86
21041 Huelva;Hombres;2014;17,65
21041 Huelva;Mujeres;2021;21,82
21041 Huelva;Mujeres;2020;21,93
21041 Huelva;Mujeres;2019;21,94
21041 Huelva;Mujeres;2018;21,74
21041 Huelva;Mujeres;2017;21,37
21041 Huelva;Mujeres;2016;21,37
21041 Huelva;Mujeres;2015;21,5
21041 Huelva;Mujeres;2014;21,62
22125 Huesca;Ambos sexos;2021;21,06
22125 Huesca;Ambos sexos;2020;21,25
22125 Huesca;Ambos sexos;2019;21,3
22125 Huesca;Ambos sexos;2018;21,46
22125 Huesca;Ambos sexos;2017;21,1
22125 Huesca;Ambos sexos;2016;20,67
22125 Huesca;Ambos sexos;2015;20,31
22125 Huesca;Ambos sexos;2014;20,44
22125 Huesca;Hombres;2021;18,65
22125 Huesca;Hombres;2020;18,73
22125 Huesca;Hombres;2019;18,9
22125 Huesca;Hombres;2018;19,11
22125 Huesca;Hombres;2017;18,79
22125 Huesca;Hombres;2016;18,26
22125 Huesca;Hombres;2015;17,94
22125 Huesca;Hombres;2014;18,13
22125 Huesca;Mujeres;2021;23,18
22125 Huesca;Mujeres;2020;23,5
22125 Huesca;Mujeres;2019;23,38
22125 Huesca;Mujeres;2018;23,51
22125 Huesca;Mujeres;2017;23,13
22125 Huesca;Mujeres;2016;22,82
22125 Huesca;Mujeres;2015;22,44
22125 Huesca;Mujeres;2014;22,5
20045 Irun;Ambos sexos;2021;21,29
20045 Irun;Ambos sexos;2020;21,52
20045 Irun;Ambos sexos;2019;21,81
20045 Irun;Ambos sexos;2018;21,82
20045 Irun;Ambos sexos;2017;21,77
20045 Irun;Ambos sexos;2016;21,7
20045 Irun;Ambos sexos;2015;21,79
20045 Irun;Ambos sexos;2014;21,52
20045 Irun;Hombres;2021;18,82
20045 Irun;Hombres;2020;19,25
20045 Irun;Hombres;2019;19,38
20045 Irun;Hombres;2018;19,26
20045 Irun;Hombres;2017;19,19
20045 Irun;Hombres;2016;19,29
20045 Irun;Hombres;2015;19,31
20045 Irun;Hombres;2014;18,92
20045 Irun;Mujeres;2021;23,5
20045 Irun;Mujeres;2020;23,5
20045 Irun;Mujeres;2019;23,92
20045 Irun;Mujeres;2018;24,06
20045 Irun;Mujeres;2017;24,01
20045 Irun;Mujeres;2016;23,73
20045 Irun;Mujeres;2015;23,88
20045 Irun;Mujeres;2014;23,76
23050 Jaén;Ambos sexos;2021;20,08
23050 Jaén;Ambos sexos;2020;20,1
23050 Jaén;Ambos sexos;2019;19,97
23050 Jaén;Ambos sexos;2018;20,34
23050 Jaén;Ambos sexos;2017;20,4
23050 Jaén;Ambos sexos;2016;20,5
23050 Jaén;Ambos sexos;2015;20,49
23050 Jaén;Ambos sexos;2014;20,36
23050 Jaén;Hombres;2021;17,96
23050 Jaén;Hombres;2020;18,04
23050 Jaén;Hombres;2019;18
23050 Jaén;Hombres;2018;18,5
23050 Jaén;Hombres;2017;18,41
23050 Jaén;Hombres;2016;18,35
23050 Jaén;Hombres;2015;18,08
23050 Jaén;Hombres;2014;18,09
23050 Jaén;Mujeres;2021;21,86
23050 Jaén;Mujeres;2020;21,82
23050 Jaén;Mujeres;2019;21,59
23050 Jaén;Mujeres;2018;21,83
23050 Jaén;Mujeres;2017;22,01
23050 Jaén;Mujeres;2016;22,25
23050 Jaén;Mujeres;2015;22,51
23050 Jaén;Mujeres;2014;22,24
11020 Jerez de la Frontera;Ambos sexos;2021;19,58
11020 Jerez de la Frontera;Ambos sexos;2020;19,69
11020 Jerez de la Frontera;Ambos sexos;2019;19,6
11020 Jerez de la Frontera;Ambos sexos;2018;19,75
11020 Jerez de la Frontera;Ambos sexos;2017;19,4
11020 Jerez de la Frontera;Ambos sexos;2016;19,38
11020 Jerez de la Frontera;Ambos sexos;2015;19,31
11020 Jerez de la Frontera;Ambos sexos;2014;19,28
11020 Jerez de la Frontera;Hombres;2021;17,56
11020 Jerez de la Frontera;Hombres;2020;17,64
11020 Jerez de la Frontera;Hombres;2019;17,56
11020 Jerez de la Frontera;Hombres;2018;17,83
11020 Jerez de la Frontera;Hombres;2017;17,43
11020 Jerez de la Frontera;Hombres;2016;17,44
11020 Jerez de la Frontera;Hombres;2015;17,22
11020 Jerez de la Frontera;Hombres;2014;17,16
11020 Jerez de la Frontera;Mujeres;2021;21,36
11020 Jerez de la Frontera;Mujeres;2020;21,49
11020 Jerez de la Frontera;Mujeres;2019;21,41
11020 Jerez de la Frontera;Mujeres;2018;21,4
11020 Jerez de la Frontera;Mujeres;2017;21,1
11020 Jerez de la Frontera;Mujeres;2016;21,03
11020 Jerez de la Frontera;Mujeres;2015;21,1
11020 Jerez de la Frontera;Mujeres;2014;21,09
28074 Leganés;Ambos sexos;2021;20,91
28074 Leganés;Ambos sexos;2020;20,79
28074 Leganés;Ambos sexos;2019;20,8
28074 Leganés;Ambos sexos;2018;21,88
28074 Leganés;Ambos sexos;2017;21,83
28074 Leganés;Ambos sexos;2016;21,36
28074 Leganés;Ambos sexos;2015;21,15
28074 Leganés;Ambos sexos;2014;21,1
28074 Leganés;Hombres;2021;18,75
28074 Leganés;Hombres;2020;18,62
28074 Leganés;Hombres;2019;18,68
28074 Leganés;Hombres;2018;20,05
28074 Leganés;Hombres;2017;19,95
28074 Leganés;Hombres;2016;19,49
28074 Leganés;Hombres;2015;19,27
28074 Leganés;Hombres;2014;19,14
28074 Leganés;Mujeres;2021;22,88
28074 Leganés;Mujeres;2020;22,79
28074 Leganés;Mujeres;2019;22,76
28074 Leganés;Mujeres;2018;23,5
28074 Leganés;Mujeres;2017;23,53
28074 Leganés;Mujeres;2016;23,05
28074 Leganés;Mujeres;2015;22,84
28074 Leganés;Mujeres;2014;22,89
24089 León;Ambos sexos;2021;21,48
24089 León;Ambos sexos;2020;21,42
24089 León;Ambos sexos;2019;21,45
24089 León;Ambos sexos;2018;21,78
24089 León;Ambos sexos;2017;21,85
24089 León;Ambos sexos;2016;21,7
24089 León;Ambos sexos;2015;21,57
24089 León;Ambos sexos;2014;21,48
24089 León;Hombres;2021;18,95
24089 León;Hombres;2020;18,83
24089 León;Hombres;2019;18,78
24089 León;Hombres;2018;19,28
24089 León;Hombres;2017;19,45
24089 León;Hombres;2016;19,46
24089 León;Hombres;2015;19,25
24089 León;Hombres;2014;19,18
24089 León;Mujeres;2021;23,54
24089 León;Mujeres;2020;23,54
24089 León;Mujeres;2019;23,65
24089 León;Mujeres;2018;23,81
24089 León;Mujeres;2017;23,75
24089 León;Mujeres;2016;23,46
24089 León;Mujeres;2015;23,41
24089 León;Mujeres;2014;23,3
23055 Linares;Ambos sexos;2021;19,52
23055 Linares;Ambos sexos;2020;19,76
23055 Linares;Ambos sexos;2019;19,73
23055 Linares;Ambos sexos;2018;20,06
23055 Linares;Ambos sexos;2017;19,82
23055 Linares;Ambos sexos;2016;19,82
23055 Linares;Ambos sexos;2015;19,78
23055 Linares;Ambos sexos;2014;19,68
23055 Linares;Hombres;2021;17,5
23055 Linares;Hombres;2020;17,8
23055 Linares;Hombres;2019;17,73
23055 Linares;Hombres;2018;18,01
23055 Linares;Hombres;2017;17,71
23055 Linares;Hombres;2016;17,67
23055 Linares;Hombres;2015;17,65
23055 Linares;Hombres;2014;17,73
23055 Linares;Mujeres;2021;21,26
23055 Linares;Mujeres;2020;21,43
23055 Linares;Mujeres;2019;21,43
23055 Linares;Mujeres;2018;21,78
23055 Linares;Mujeres;2017;21,62
23055 Linares;Mujeres;2016;21,63
23055 Linares;Mujeres;2015;21,54
23055 Linares;Mujeres;2014;21,28
11022 Línea de la Concepción, La;Ambos sexos;2021;18,53
11022 Línea de la Concepción, La;Ambos sexos;2020;18,59
11022 Línea de la Concepción, La;Ambos sexos;2019;18,76
11022 Línea de la Concepción, La;Ambos sexos;2018;18,73
11022 Línea de la Concepción, La;Ambos sexos;2017;18,55
11022 Línea de la Concepción, La;Ambos sexos;2016;18,43
11022 Línea de la Concepción, La;Ambos sexos;2015;18,46
11022 Línea de la Concepción, La;Ambos sexos;2014;18,16
11022 Línea de la Concepción, La;Hombres;2021;16,84
11022 Línea de la Concepción, La;Hombres;2020;16,77
11022 Línea de la Concepción, La;Hombres;2019;16,72
11022 Línea de la Concepción, La;Hombres;2018;16,63
11022 Línea de la Concepción, La;Hombres;2017;16,63
11022 Línea de la Concepción, La;Hombres;2016;16,58
11022 Línea de la Concepción, La;Hombres;2015;16,75
11022 Línea de la Concepción, La;Hombres;2014;16,33
11022 Línea de la Concepción, La;Mujeres;2021;19,99
11022 Línea de la Concepción, La;Mujeres;2020;20,19
11022 Línea de la Concepción, La;Mujeres;2019;20,57
11022 Línea de la Concepción, La;Mujeres;2018;20,64
11022 Línea de la Concepción, La;Mujeres;2017;20,28
11022 Línea de la Concepción, La;Mujeres;2016;20,09
11022 Línea de la Concepción, La;Mujeres;2015;19,93
11022 Línea de la Concepción, La;Mujeres;2014;19,77
25120 Lleida;Ambos sexos;2021;20,75
25120 Lleida;Ambos sexos;2020;20,92
25120 Lleida;Ambos sexos;2019;21,05
25120 Lleida;Ambos sexos;2018;21,04
25120 Lleida;Ambos sexos;2017;21,02
25120 Lleida;Ambos sexos;2016;21,03
25120 Lleida;Ambos sexos;2015;20,92
25120 Lleida;Ambos sexos;2014;20,64
25120 Lleida;Hombres;2021;18,29
25120 Lleida;Hombres;2020;18,45
25120 Lleida;Hombres;2019;18,67
25120 Lleida;Hombres;2018;18,57
25120 Lleida;Hombres;2017;18,52
25120 Lleida;Hombres;2016;18,74
25120 Lleida;Hombres;2015;18,74
25120 Lleida;Hombres;2014;18,58
25120 Lleida;Mujeres;2021;22,92
25120 Lleida;Mujeres;2020;23,11
25120 Lleida;Mujeres;2019;23,14
25120 Lleida;Mujeres;2018;23,21
25120 Lleida;Mujeres;2017;23,19
25120 Lleida;Mujeres;2016;22,95
25120 Lleida;Mujeres;2015;22,75
25120 Lleida;Mujeres;2014;22,37
26089 Logroño;Ambos sexos;2021;21,19
26089 Logroño;Ambos sexos;2020;21,23
26089 Logroño;Ambos sexos;2019;21,16
26089 Logroño;Ambos sexos;2018;21,54
26089 Logroño;Ambos sexos;2017;21,48
26089 Logroño;Ambos sexos;2016;21,5
26089 Logroño;Ambos sexos;2015;21,54
26089 Logroño;Ambos sexos;2014;21,54
26089 Logroño;Hombres;2021;18,82
26089 Logroño;Hombres;2020;18,66
26089 Logroño;Hombres;2019;18,66
